runnable_processes,blocked_processes,swap_used,free_memory,buffer_memory,page_cache,swap_in,swap_out,blocks_in,blocks_out,interrupts,context_switches,user_cpu,system_cpu,idle_cpu,io_wait,steal_time,guest_time,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7
1,0,353340,990356,193740,274620,0,0,0,12,691,252,24,1,75,0,0,0,"0,1926303334","-0,793363667","-1,358367616","-0,121055627","-0,954931631","1,0414483568","-0,499539036"
1,0,353340,2712060,193740,274628,0,0,0,0,667,296,24,1,75,0,0,0,"0,259918498","-0,730695776","-1,645225682","0,9808285531","0,2088140937","-0,703787714","-0,047219614"
1,0,353340,1960468,193740,274628,0,0,0,0,421,239,24,2,75,0,0,0,"0,3661753722","-1,006818467","-1,258398686","0,5969724582","-0,494808248","-0,127150712","0,6216155182"
1,0,353340,1210636,193740,274628,0,0,0,2,422,250,24,1,75,0,0,0,"-0,2004478","-1,033028011","-1,554512547","-0,240501382","-0,6771044","0,7794032981","-0,041312727"
1,0,353340,2842480,193748,274628,0,0,0,8,449,281,24,1,75,0,0,0,"-0,067297888","-0,96698331","-1,779821472","0,8547772491","0,4068218988","-0,869839249","0,3099597629"
1,0,353340,2169792,193748,274628,0,0,0,0,429,248,24,1,75,0,0,0,"-0,160591421","-1,01892833","-1,702137768","0,3688697249","-0,023723328","-0,195804391","0,2014630399"
1,0,353340,1412240,193748,274628,0,0,0,4,434,240,24,1,75,0,0,0,"-0,186364808","-1,03560327","-1,578409438","-0,110421161","-0,539522976","0,5738041168","0,0012415892"
1,0,353340,3044364,193748,274628,0,0,0,0,433,272,24,1,75,0,0,0,"-0,097783389","-0,979343087","-1,831299641","0,950915407","0,5582483973","-1,079579192","0,400871914"
1,0,353340,2368768,193756,274628,0,0,0,6,426,239,24,2,75,0,0,0,"0,3899831084","-1,008186661","-1,311485365","0,8656377962","-0,218991218","-0,541702359","0,715569983"
1,0,353340,1608800,193756,274628,0,0,0,2,426,237,24,1,75,0,0,0,"-0,195959409","-1,042132796","-1,6161503","0,0016499829","-0,399635586","0,3720218955","0,0686167373"
1,0,353340,843676,193756,274628,0,0,0,0,440,270,24,1,75,0,0,0,"-0,166317063","-0,98992336","-1,485868671","-0,436949152","-0,947530883","1,159505195","-0,178880336"
1,0,353340,2562792,193764,274628,10,0,10,8,512,369,24,1,74,0,0,0,"0,3002288198","-0,702352319","-1,699473529","0,781123565","0,1599608735","-0,583001138","0,1000814954"
1,0,353340,1802768,193764,274628,0,0,0,2,427,235,24,1,75,0,0,0,"-0,190352675","-1,042070646","-1,645903551","0,1232698191","-0,266501514","0,1743884544","0,1195874719"
1,0,353340,1040736,193764,274628,0,0,0,0,420,240,24,1,75,0,0,0,"-0,222435038","-1,044520421","-1,53294227","-0,361920948","-0,786527407","0,9496310069","-0,071012118"
1,0,353340,2766100,193772,274620,0,0,0,10,447,290,25,1,74,0,0,0,"0,1413882564","-0,236617525","-1,967992449","0,9853080958","0,3473825854","-0,85740997","-0,165837712"
1,0,353340,2017312,193772,274628,2,0,2,2,429,247,24,1,75,0,0,0,"-0,162923943","-1,021707262","-1,673576634","0,2777498116","-0,132723421","-0,038403161","0,1726302015"
1,0,353340,1267744,193772,274628,0,0,0,0,424,234,24,1,75,0,0,0,"-0,215743508","-1,046368921","-1,5668924","-0,220816531","-0,629927986","0,7179212067","-0,012153652"
1,0,353340,2904140,193780,274632,0,0,0,10,461,287,24,1,74,0,0,0,"0,1262038472","-0,86182941","-1,803865268","0,8450393404","0,4881313414","-0,968125576","0,2815136145"
1,0,353340,2223192,193780,274632,0,0,0,2,565,240,24,1,75,0,0,0,"0,0308520282","-0,901864315","-1,633055066","0,5214951645","-0,046371496","-0,233091409","0,0243547585"
1,0,353340,1463416,193780,274632,0,0,0,0,651,245,24,1,75,0,0,0,"0,1348433017","-0,8163258","-1,468684113","0,1232439316","-0,608076964","0,5527502153","-0,300631719"
1,0,353340,701136,193780,274632,0,0,0,0,661,235,24,2,75,0,0,0,"0,6673257248","-0,791919131","-0,929069567","0,0170936171","-1,464828145","1,1861324179","-0,049110342"
1,0,353340,2415408,193788,274632,0,0,0,8,696,282,24,2,74,0,0,0,"1,0013696389","-0,613075112","-1,182795985","1,1222616056","-0,288986589","-0,580768175","0,2749309741"
1,0,353340,1655392,193788,274632,0,0,0,0,665,232,24,1,75,0,0,0,"0,1471642574","-0,817657424","-1,492916966","0,2440702453","-0,476060911","0,3565160252","-0,258981929"
1,0,353340,893100,193788,274632,0,0,0,0,669,231,24,1,75,0,0,0,"0,1255078343","-0,820311598","-1,372505191","-0,235567143","-0,998176977","1,1322664997","-0,461878689"
1,0,353340,2612728,193788,274632,0,0,0,2,712,291,24,1,74,0,0,0,"0,4831782839","-0,608537731","-1,627572616","0,8882403655","0,1709344067","-0,636209785","-0,154895882"
1,0,353340,1856796,193796,274636,0,0,0,6,695,283,24,1,75,0,0,0,"0,2573906319","-0,733632879","-1,490703962","0,4579944621","-0,382277758","0,1671661807","-0,301919017"
1,0,353340,1103196,193796,274636,0,0,0,82,691,251,24,1,75,0,0,0,"0,2285889959","-0,901948963","-1,290900072","0,0151482945","-0,885703447","0,9277722116","-0,529252216"
1,0,353340,2825704,193796,274636,0,0,0,2,720,306,24,1,74,0,0,0,"0,518562875","-0,580565091","-1,653201663","1,0460577398","0,3041012933","-0,84846237","-0,124699346"
1,0,353340,2069016,193804,274628,0,0,0,6,677,236,24,1,75,0,0,0,"0,1858513967","-0,807415495","-1,542249963","0,5267336699","-0,202156421","-0,061588408","-0,177463933"
1,0,353340,1323544,193804,274636,0,0,0,0,678,249,24,1,75,0,0,0,"0,1728705378","-0,785899629","-1,430616509","0,0639587377","-0,718676529","0,6995801447","-0,379181653"
1,0,353340,2965480,193804,274636,0,0,0,2,702,287,24,1,74,0,0,0,"0,4756130253","-0,619983126","-1,688242831","1,0981702549","0,4187519275","-0,997359562","-0,044677024"
1,0,353340,2291732,193812,274636,0,0,0,6,681,249,24,1,75,0,0,0,"0,2134882027","-0,785625674","-1,571934134","0,6849302678","-0,059321552","-0,284753926","-0,137101754"
1,0,353340,1540148,193812,274636,0,0,0,0,680,238,24,1,75,0,0,0,"0,1707195006","-0,795927957","-1,464984299","0,1914208158","-0,565399403","0,4770719045","-0,315548607"
1,0,353340,782228,193812,274636,0,0,0,2,625,244,24,1,75,0,0,0,"0,0717371893","-0,848806833","-1,374408199","-0,330521717","-1,061336261","1,2417845871","-0,439840288"
1,0,353340,2500716,193812,274636,0,0,0,0,447,271,24,1,74,0,0,0,"0,0674778375","-0,880831971","-1,763154854","0,5511603861","0,2290147299","-0,563547706","0,221288132"
1,0,353340,1743788,193820,274636,0,0,0,8,432,253,24,1,75,0,0,0,"-0,164485005","-1,022792657","-1,622126027","0,115435292","-0,320562428","0,2390060716","0,0767430625"
1,0,353340,990124,193820,274636,0,0,0,2,433,257,24,1,75,0,0,0,"-0,187728001","-1,012566101","-1,510979832","-0,361887585","-0,837560859","1,0065378499","-0,118869885"
1,0,353340,2701856,193820,274636,0,0,0,2,448,278,24,2,74,0,0,0,"0,6397238216","-0,840102089","-1,372452117","1,0659453875","0,0246818298","-0,907645647","0,7190225799"
1,0,353340,1945920,193828,274628,0,0,0,6,418,233,24,1,75,0,0,0,"-0,201531388","-1,056140638","-1,667302928","0,2077956095","-0,164390151","0,0269873769","0,1698251524"
1,0,353340,1187920,193828,274636,0,0,0,2,424,250,24,1,75,0,0,0,"-0,202169595","-1,02815436","-1,547813175","-0,252261973","-0,694307276","0,8025197754","-0,047817219"
1,0,353340,2835104,193828,274640,0,0,0,0,465,315,25,1,74,0,0,0,"0,1902907035","-0,170221423","-1,974546881","1,0627059866","0,3725861506","-0,920006359","-0,186672618"
1,0,353340,2139632,193828,274640,0,0,0,0,438,272,24,1,75,0,0,0,"-0,125321883","-0,977901835","-1,686096368","0,3838080503","-0,062895214","-0,158830895","0,1607004054"
1,0,353340,1381368,193844,274648,0,0,2,10,425,240,24,1,75,0,0,0,"-0,200964559","-1,050333153","-1,568888313","-0,132227863","-0,557823041","0,6037029345","0,0040394262"
1,0,353340,3015568,193844,274648,0,0,0,0,445,272,24,1,74,0,0,0,"0,0820589335","-0,87678284","-1,843164828","0,8763348287","0,5808929627","-1,087438351","0,3578466767"
1,0,353340,2342312,193844,274648,0,0,0,0,445,264,24,1,75,0,0,0,"-0,117682786","-0,979241033","-1,714686217","0,5102313678","0,0767834171","-0,365860227","0,2109255356"
1,0,353340,1594824,193856,274648,0,0,0,18,431,250,24,1,75,0,0,0,"-0,170953062","-1,042891968","-1,587188151","0,0267641676","-0,421586354","0,3898220134","0,0344153035"
1,0,353340,841288,193856,274648,0,0,0,0,421,246,24,1,75,0,0,0,"-0,225281552","-1,034131742","-1,498008563","-0,480159546","-0,927444393","1,1536706627","-0,127354629"
1,0,353340,2561088,193856,274648,0,0,0,0,441,281,25,1,74,0,0,0,"0,1066695757","-0,236040053","-1,950885925","0,8319987033","0,2157227275","-0,652206519","-0,191178829"
1,0,353340,1805408,193864,274640,0,0,0,16,427,249,24,1,75,0,0,0,"-0,171964374","-1,043098145","-1,624615572","0,153507063","-0,275142026","0,1747885121","0,0977969163"
1,0,353340,1043844,193864,274648,0,0,0,0,417,240,24,2,75,0,0,0,"0,324233175","-1,011138667","-1,115092797","0,0154798753","-1,120830466","0,8045244883","0,3916520152"
1,0,353340,2757172,193864,274648,0,0,0,0,485,275,24,2,74,0,0,0,"0,6894362544","-0,803696725","-1,362260479","1,130313977","0,0468695843","-0,95964213","0,685341673"
1,0,353340,1996188,193864,274648,6,0,6,2,622,260,23,2,75,0,0,0,"0,6557742566","-1,419598586","-0,958389661","0,6047839199","-0,540668302","-0,095237206","0,7832711085"
1,0,353340,1238376,193872,274648,0,0,0,6,645,229,24,1,75,0,0,0,"0,0994893245","-0,849552248","-1,430596103","-0,034972021","-0,751353633","0,7771325862","-0,338598948"
1,0,353340,2872268,193872,274648,0,0,0,0,667,271,24,1,74,0,0,0,"0,399400067","-0,66801851","-1,696918691","0,9890126335","0,3801364255","-0,911192476","0,0000768449"
1,0,353340,2189324,193872,274648,0,0,0,2,665,242,24,1,75,0,0,0,"0,1740746285","-0,801693761","-1,56952112","0,5948809796","-0,117893283","-0,184631327","-0,129000055"
1,0,353340,1431548,193872,274648,0,0,0,0,693,283,24,1,75,0,0,0,"0,2333361563","-0,726243752","-1,431116534","0,1821573222","-0,671845157","0,5990853297","-0,402225998"
1,0,353340,3061912,193880,274648,0,0,0,6,695,274,24,1,75,0,0,0,"0,2854153137","-0,733594098","-1,677470303","1,2117430298","0,4455417038","-1,060952101","0,0215402136"
1,0,353340,2384308,193880,274648,0,0,0,2,688,239,24,1,75,0,0,0,"0,2107759861","-0,782057298","-1,587371856","0,7363280675","0,0062819773","-0,380468944","-0,108779605"
1,0,353340,1620436,193880,274648,0,0,0,0,676,241,24,1,75,0,0,0,"0,1679837083","-0,792979563","-1,477459704","0,2422430681","-0,510963378","0,3952894978","-0,289855896"
1,0,353340,866900,193888,274648,0,0,0,6,689,255,24,1,75,0,0,0,"0,1791718728","-0,77757092","-1,343284267","-0,202235885","-1,040605247","1,1668016242","-0,522317584"
1,0,353340,2589452,193888,274648,0,0,0,2,715,282,24,1,74,0,0,0,"0,4723473097","-0,613447938","-1,621516026","0,8677236833","0,1579435096","-0,614424714","-0,154448723"
1,0,353340,1838124,193888,274648,0,0,0,0,679,242,24,1,75,0,0,0,"0,1806709942","-0,78713366","-1,509231053","0,3838412621","-0,364266327","0,1744675158","-0,238371137"
1,0,353340,1084780,193888,274648,0,0,0,0,675,232,24,1,75,0,0,0,"0,1376219993","-0,808485095","-1,39631736","-0,106889104","-0,871408853","0,9380190659","-0,41909917"
1,0,353340,2795448,193896,274648,0,0,0,8,708,279,24,2,74,0,0,0,"1,0239848713","-0,598981764","-1,233075828","1,3715204896","-0,034097051","-0,966692986","0,3617976915"
1,0,353340,2034624,193896,274648,0,0,0,0,677,233,23,2,75,0,0,0,"0,6928508559","-1,402031208","-0,946823969","0,6369906315","-0,509743139","-0,140431462","0,7077628377"
1,0,353340,1281020,193896,274648,0,0,0,0,636,267,24,1,75,0,0,0,"0,1259416594","-0,800239174","-1,441877135","0,0180253851","-0,739272026","0,740700427","-0,343335912"
1,0,353340,2916500,193896,274648,0,0,0,2,437,265,25,1,74,0,0,0,"0,0946174381","-0,259037783","-2,007964171","1,0387024523","0,4689735652","-1,017896257","-0,079126848"
1,0,353340,2242268,193904,274648,0,0,0,8,423,245,24,1,75,0,0,0,"-0,17297672","-1,034839262","-1,703990153","0,4148929004","0,0280663552","-0,271336655","0,2287996735"
2,0,353340,1487136,193904,274648,0,0,0,2,422,228,24,2,75,0,0,0,"0,5138918196","-0,699921374","-1,1020526","1,6250295435","2,8763533126","3,7318867895","1,0027320698"
1,0,353340,731428,193904,274648,0,0,0,2,423,249,24,1,75,0,0,0,"-0,223899047","-1,030718335","-1,475825379","-0,542383878","-1,005800307","1,2662691487","-0,162039418"
1,0,353340,2442528,193912,274652,0,0,0,6,468,321,24,1,74,0,0,0,"0,1503966411","-0,805034713","-1,723625792","0,5923237505","0,1494116422","-0,490592916","0,1273021627"
1,0,353340,1682752,193912,274652,6,0,6,0,446,298,24,1,75,0,0,0,"-0,091983871","-0,93267959","-1,597465736","0,1428949047","-0,409185369","0,3201257237","0,0417835763"
1,0,353340,925056,193912,274652,0,0,0,2,421,237,24,1,75,0,0,0,"-0,233819113","-1,045909014","-1,508984099","-0,434196421","-0,865779411","1,06634812","-0,097653632"
1,0,353340,2640104,193912,274652,0,0,0,0,441,272,24,1,74,0,0,0,"0,0602335967","-0,88071315","-1,78552577","0,6357215674","0,3256317627","-0,706266534","0,2679005914"
2,0,353340,1888772,193920,274652,0,0,0,6,435,243,24,1,75,0,0,0,"0,0094406983","-0,704523073","-1,566753682","1,5332521935","3,472566133","3,4696836615","0,6164877557"
1,0,353340,1141284,193920,274652,0,0,0,2,428,244,24,1,75,0,0,0,"-0,208663873","-1,02882883","-1,537198399","-0,28357855","-0,725366839","0,8488909914","-0,057842663"
1,0,353340,2835564,193920,274652,0,0,0,0,452,281,24,1,75,0,0,0,"-0,074795999","-0,945426995","-1,782514121","0,8471588609","0,4001684564","-0,863104602","0,315320973"
1,0,353340,2107548,193920,274652,0,0,0,0,422,235,24,2,75,0,0,0,"0,3603646903","-1,003387347","-1,277107103","0,6883140392","-0,394014628","-0,278072942","0,666730931"
1,0,353340,1353884,193928,274652,0,0,0,8,430,248,24,1,75,0,0,0,"-0,191224398","-1,029676051","-1,561007963","-0,137379316","-0,58408043","0,6338990305","-0,014235935"
1,0,353340,2984620,193928,274652,0,0,0,0,450,288,24,1,75,0,0,0,"-0,065127429","-0,937318055","-1,805306908","0,9470043642","0,498869101","-1,013480995","0,3507458185"
1,0,353340,2303172,193928,274652,0,0,0,0,431,244,24,1,75,0,0,0,"-0,165414145","-1,014644622","-1,718162274","0,4524633605","0,0672451609","-0,332652098","0,2415685383"
1,0,353340,1543396,193936,274644,0,0,0,8,431,246,23,2,75,0,0,0,"0,3329065974","-1,633122337","-0,994661144","0,1214500595","-0,739748456","0,3280881847","0,919323541"
1,0,353340,781604,193936,274652,0,0,0,0,480,227,24,1,75,0,0,0,"-0,165689231","-0,999518532","-1,457570599","-0,482794731","-0,98548132","1,2181297592","-0,209013723"
1,0,353340,2492056,193936,274652,0,0,0,0,654,275,24,1,74,0,0,0,"0,3688699293","-0,675661675","-1,642904217","0,7412604848","0,1235638313","-0,525543918","-0,081804587"
1,0,353340,1732784,193936,274652,0,0,0,2,655,236,24,2,75,0,0,0,"0,6895415935","-0,786877537","-1,086303408","0,6685160012","-0,759293983","0,1356665538","0,2289760769"
1,0,353340,973008,193944,274652,0,0,0,6,677,283,24,1,75,0,0,0,"0,193968289","-0,751393623","-1,35999093","-0,116405206","-0,979010655","1,063218904","-0,501494004"
1,0,353340,2684132,193944,274652,0,0,0,0,690,288,25,1,74,0,0,0,"0,4789805499","0,0121578121","-1,828113723","1,1468938285","0,1793068481","-0,741559596","-0,524703113"
1,0,353340,1928444,193944,274652,0,0,0,2,671,235,24,2,75,0,0,0,"0,718253214","-0,771371269","-1,107786993","0,8060428316","-0,632546323","-0,061387499","0,2577016123"
1,0,353340,1166684,193944,274652,0,0,0,0,669,227,24,1,75,0,0,0,"0,1236734641","-0,817829532","-1,411998811","-0,065314164","-0,810285947","0,8526006793","-0,383079565"
1,0,353340,2838300,193952,274736,2,0,42,6,704,293,25,1,74,0,0,0,"0,5332858207","0,0248581651","-1,829388228","1,2641143719","0,2714943729","-0,894273877","-0,493430771"
1,0,353340,2134876,193952,274736,0,0,0,4,670,240,24,1,75,0,0,0,"0,1745316473","-0,799686024","-1,553346772","0,5651813936","-0,15695416","-0,129374937","-0,148221943"
1,0,353340,1409628,193952,274736,0,0,0,0,637,244,24,1,75,0,0,0,"0,1035724406","-0,824575549","-1,463143977","0,0764425481","-0,638964784","0,604581183","-0,288863239"
2,0,353340,3058972,193964,274724,0,0,0,16,873,520,24,2,75,0,0,0,"1,5566662856","0,0809693014","-1,022329894","3,3523899269","3,5719603779","2,2599704346","0,4786259265"
1,0,353340,2389560,193964,274740,0,0,0,2,747,348,24,1,74,0,0,0,"0,5819785465","-0,499310673","-1,557646099","0,8399197849","-0,031613799","-0,392499584","-0,311196699"
1,0,353340,1650264,193964,274740,0,0,0,0,726,345,24,1,75,0,0,0,"0,353780554","-0,612719122","-1,43207245","0,4160785348","-0,573713241","0,3944048376","-0,44761409"
1,0,353340,888472,193972,274732,0,0,0,14,688,265,24,1,75,0,0,0,"0,1897200754","-0,775123441","-1,332832002","-0,171166973","-1,032525674","1,1466756252","-0,529223084"
1,0,353340,2603232,193972,274740,0,0,0,2,715,280,25,1,75,0,0,0,"0,3358265492","-0,064307474","-1,773553654","1,1802999409","0,0680799432","-0,619303078","-0,555051696"
1,0,353340,1844716,193972,274740,0,0,0,0,692,245,24,1,75,0,0,0,"0,1992920781","-0,767615762","-1,499414102","0,4034874621","-0,367992141","0,1697825795","-0,256063346"
1,0,353340,1096236,193972,274740,0,0,0,0,493,237,24,1,75,0,0,0,"-0,126517327","-0,970906577","-1,495416664","-0,261377067","-0,782329446","0,9017924701","-0,15435004"
1,0,353340,2815724,193980,274740,0,0,0,10,453,287,24,1,74,0,0,0,"0,1023866857","-0,862390268","-1,788750827","0,7831310135","0,4299891589","-0,88010618","0,2753962385"
1,0,353340,2059036,193980,274740,0,0,0,0,437,269,24,1,75,0,0,0,"-0,139849749","-0,977248321","-1,670022289","0,3297447329","-0,116833522","-0,078303929","0,1479452871"
1,0,353340,1305372,193980,274740,0,0,0,2,438,280,24,1,75,0,0,0,"-0,151237224","-0,970908215","-1,548019676","-0,132792775","-0,638744689","0,6909478363","-0,061089279"
1,0,353340,2943620,193988,274740,0,0,0,8,455,275,25,1,74,0,0,0,"0,1317491271","-0,235107897","-1,989909899","1,0889229216","0,4721946594","-1,041115654","-0,110201883"
1,0,353340,2265732,193988,274740,0,0,0,0,416,235,24,1,75,0,0,0,"-0,201542555","-1,037699297","-1,719884804","0,4057728131","0,0535037185","-0,299002095","0,2634273017"
1,0,353340,1519504,193996,274732,0,0,0,10,430,247,24,1,75,0,0,0,"-0,188799378","-1,030119693","-1,581974655","-0,031480871","-0,470947019","0,4648780213","0,0297323284"
1,0,353340,766912,193996,274740,0,0,0,4,424,251,24,1,75,0,0,0,"-0,222266842","-1,026464636","-1,474787667","-0,514594863","-0,983936631","1,2303309447","-0,15544167"
1,0,353340,2490888,193996,274740,0,0,0,0,455,296,24,1,75,0,0,0,"-0,069260902","-0,923143982","-1,721738641","0,6478513579","0,1542926822","-0,509178075","0,2097116359"
1,0,353340,1735208,194004,274732,0,0,0,6,423,239,24,1,75,0,0,0,"-0,20284519","-1,038642283","-1,62544382","0,0865312811","-0,315359414","0,2426130525","0,1069575924"
1,0,353340,977512,194004,274740,0,0,0,2,424,238,24,1,75,0,0,0,"-0,230792166","-1,037765007","-1,512096375","-0,396727646","-0,832461178","1,013167579","-0,086881404"
1,0,353340,2692872,194004,274740,0,0,0,0,442,272,24,1,74,0,0,0,"0,0592351723","-0,875702316","-1,78998363","0,6705045236","0,3606639798","-0,760262591","0,2825713821"
1,0,353340,1935112,194004,274740,0,0,0,0,433,248,24,1,75,0,0,0,"-0,174377962","-1,007144391","-1,656336448","0,2259556754","-0,187858122","0,0424929769","0,1414001554"
1,0,353340,1175588,194012,274740,0,0,0,8,441,267,24,2,75,0,0,0,"0,3912360462","-0,960861054","-1,103180388","0,1575417157","-1,059349373","0,6793505382","0,3631999721"
1,0,353340,2834792,194012,274740,0,0,0,0,443,265,25,1,74,0,0,0,"0,0941972568","-0,246200862","-1,990564763","0,9913394665","0,4098309722","-0,934528388","-0,104261424"
1,0,353340,2123160,194012,274740,0,0,0,0,429,241,24,1,75,0,0,0,"-0,18184549","-1,01806935","-1,688873316","0,3340115579","-0,053588471","-0,15091604","0,2026641588"
1,0,353340,1365148,194020,274732,0,0,0,8,429,232,24,1,75,0,0,0,"-0,214343789","-1,046777276","-1,563181594","-0,147368072","-0,567357832","0,6183284632","0,0071935807"
1,0,353340,2997360,194020,274740,0,0,0,0,527,287,24,1,75,0,0,0,"0,0425127751","-0,86193155","-1,761434709","1,0252999819","0,4718035577","-1,016443766","0,2456337382"
1,0,353340,2317960,194020,274740,0,0,0,0,638,277,24,1,75,0,0,0,"0,1701905781","-0,773995389","-1,59599884","0,6870919322","-0,038262745","-0,312165258","-0,082789199"
1,0,353340,1558184,194028,274732,0,0,0,8,648,236,24,1,75,0,0,0,"0,1166851163","-0,833044944","-1,470356161","0,1803756196","-0,539602181","0,4531926519","-0,263955097"
1,0,353340,796404,194028,274740,0,0,0,0,676,236,25,1,75,0,0,0,"0,1638686651","-0,163105391","-1,523937457","-0,04596964","-1,123419391","1,2033065415","-0,92430513"
1,0,353340,2519004,194028,274740,0,0,0,0,687,289,24,1,74,0,0,0,"0,4293332039","-0,623148823","-1,62296659","0,803751048","0,1180844338","-0,545746814","-0,133091151"
1,0,353340,1775612,194028,274740,0,0,0,2,623,255,24,1,75,0,0,0,"0,1056933909","-0,822101641","-1,52160933","0,3091470592","-0,389575141","0,2326028735","-0,183313184"
1,0,353340,1026108,194036,274740,0,0,0,6,650,242,24,1,75,0,0,0,"0,1064633573","-0,823846733","-1,387628697","-0,14997149","-0,907314289","0,9959479755","-0,40858998"
1,0,353340,2741740,194036,274744,0,0,0,0,685,265,24,1,74,0,0,0,"0,4070825226","-0,653062047","-1,662853439","0,9178231239","0,2848490475","-0,777927287","-0,050165987"
2,0,353340,1985052,194036,274744,0,0,0,2,663,235,24,1,75,0,0,0,"0,3299067762","-0,487273097","-1,457300567","1,792398178","3,4366584464","3,4009676956","0,3244658486"
1,0,353340,1223196,194044,274736,0,0,0,6,681,235,24,1,75,0,0,0,"0,150502629","-0,801623409","-1,402141325","-0,003997876","-0,783145699","0,7982048046","-0,395774696"
1,0,353340,2856516,194044,274744,0,0,0,0,696,287,24,1,75,0,0,0,"0,2837092767","-0,702161398","-1,644920864","1,0917899992","0,2968319043","-0,849821045","-0,035596795"
1,0,353340,2180676,194044,274744,0,0,0,2,666,241,24,2,75,0,0,0,"0,7216952327","-0,762913779","-1,14522372","0,9678237376","-0,461930803","-0,317820227","0,3276115797"
1,0,353340,1421152,194052,274744,0,0,0,6,665,239,24,1,75,0,0,0,"0,1380319233","-0,810111892","-1,44076807","0,1107462262","-0,642791049","0,5954649989","-0,324583631"
1,0,353340,3051584,194052,274744,0,0,0,0,696,271,24,1,75,0,0,0,"0,2723302297","-0,720445412","-1,677977724","1,1985669762","0,4391809083","-1,05180406","0,029919279"
1,0,353340,2371932,194052,274744,0,0,0,2,684,241,24,1,75,0,0,0,"0,1989221599","-0,776877985","-1,582247747","0,7280868626","-0,002696106","-0,368696087","-0,103513397"
1,0,353340,1616252,194060,274744,0,0,0,8,494,251,24,1,75,0,0,0,"-0,091260511","-0,95848449","-1,56145693","0,0914187642","-0,437174985","0,375968747","-0,038254244"
1,0,353340,862452,194060,274744,0,0,0,0,451,303,24,1,75,0,0,0,"-0,126514981","-0,927049285","-1,468337464","-0,378193188","-0,961013215","1,1480961338","-0,212204154"
1,0,353340,2577556,194060,274744,0,0,0,2,447,268,25,1,74,0,0,0,"0,0933888609","-0,241878434","-1,944332167","0,8376988557","0,2298639856","-0,671748112","-0,180129342"
1,0,353340,1821876,194068,274736,0,0,0,8,427,247,24,1,75,0,0,0,"-0,186885494","-1,025196823","-1,63133735","0,1558322367","-0,263355174","0,1566269857","0,1162625133"
1,0,353340,1072372,194068,274744,0,0,0,0,437,255,24,1,75,0,0,0,"-0,193421486","-0,998264389","-1,517380932","-0,308308306","-0,783727772","0,9219969775","-0,093235659"
1,0,353340,2803808,194068,274744,0,0,0,2,434,273,24,1,75,0,0,0,"-0,116831542","-0,970069793","-1,782205549","0,8050074385","0,3901405796","-0,835647021","0,3426389196"
1,0,353340,2063452,194068,274744,0,0,0,0,427,252,24,1,75,0,0,0,"-0,177063403","-1,004700472","-1,677394586","0,3063800696","-0,100220809","-0,088195943","0,1814565268"
1,0,353340,1313884,194076,274748,0,0,0,6,428,236,24,1,75,0,0,0,"-0,216644519","-1,037896973","-1,555982944","-0,177965858","-0,604423173","0,6709814948","-0,005111649"
1,0,353340,2945000,194076,274748,0,0,0,4,448,276,24,2,74,0,0,0,"0,6354281452","-0,834480251","-1,401050039","1,2214336331","0,1897888047","-1,156352","0,7889557833"
1,0,353340,2264812,194076,274748,0,0,0,0,431,241,24,1,75,0,0,0,"-0,176830306","-1,012919381","-1,708230569","0,4260204029","0,0417231193","-0,294929376","0,2382279041"
1,0,353340,1507116,194088,274748,0,0,0,16,429,246,24,1,75,0,0,0,"-0,19280566","-1,038516201","-1,571364434","-0,034899598","-0,479824988","0,4769531272","0,0260219605"
1,0,353340,749356,194088,274748,0,0,0,2,422,238,24,1,75,0,0,0,"-0,245302237","-1,038215709","-1,475811182","-0,542176287","-0,988134648","1,2447180055","-0,14104835"
1,0,353340,2460036,194088,274748,0,0,0,0,436,279,24,1,74,0,0,0,"0,0464945631","-0,871264833","-1,753909837","0,5257267394","0,1996525992","-0,522960169","0,2265899399"
1,0,353340,1704356,194096,274740,0,0,0,14,420,236,24,1,75,0,0,0,"-0,211594447","-1,054733709","-1,611158733","0,0694055387","-0,335032134","0,2728124465","0,1014279604"
1,0,353340,946660,194096,274748,0,0,0,2,437,245,24,1,75,0,0,0,"-0,209103696","-1,013696918","-1,496634471","-0,396174967","-0,864369643","1,0476198546","-0,117763486"
1,0,353340,2661604,194096,274748,0,0,0,0,444,283,24,1,75,0,0,0,"-0,098268194","-0,944991933","-1,754436407","0,7330486781","0,2826134002","-0,687531616","0,2845252366"
1,0,353340,1902076,194104,274748,0,0,0,6,438,269,24,1,75,0,0,0,"-0,146194635","-0,982412513","-1,635057626","0,238069989","-0,226295101","0,0812574552","0,103698808"
1,0,353340,1139832,194104,274748,0,0,0,2,457,241,24,1,75,0,0,0,"-0,17796357","-0,998154047","-1,516057531","-0,259676953","-0,739466859","0,8529886462","-0,092744863"
1,0,353340,2834632,194104,274748,0,0,0,0,619,268,24,1,75,0,0,0,"0,1466067232","-0,796642294","-1,68648903","0,9878362366","0,3280026912","-0,84261156","0,0894202761"
1,0,353340,2106632,194112,274748,0,0,0,6,611,249,24,1,75,0,0,0,"0,0912895992","-0,841956962","-1,574039156","0,505743878","-0,155578482","-0,107274892","-0,07573968"
1,0,353340,1361360,194112,274748,0,0,0,2,656,247,24,1,75,0,0,0,"0,1270285921","-0,80065965","-1,438419513","0,0697912053","-0,684092163","0,6565391023","-0,329296035"
